Order Number,Shipper Name,Created At,Delivered At,Billing Type,Amount,Currency,Country,AWB
393228,Aramex,2023-12-11,2023-12-16,cash,5.125,USD,LB,8596261629
393229,Aramex,2023-12-11,2023-12-16,cash,4.775,USD,LB,8596261630
393230,Cosmaline,2023-12-11,2023-12-14,cash,23.12,USD,LB,8596261631
393231,Aramex,2023-12-11,2023-12-14,cash,9.805,USD,LB,8596261632
393232,Aramex,2023-12-11,2023-12-14,cash,7.645,USD,LB,8596261633
393233,Aramex,2023-12-11,2023-12-14,cash,2.735,USD,LB,8596261634
393234,Aramex,2023-12-11,2023-12-13,cash,2.95,USD,LB,8596261635
393235,Aramex,2023-12-11,2023-12-15,cash,4.18,USD,LB,8596261636
393236,Aramex,2023-12-11,2023-12-14,cash,10.0,USD,LB,8596261637
393237,Aramex,2023-12-11,2023-12-14,cash,33.365,USD,LB,8596261638
393238,Aramex,2023-12-11,2023-12-15,cash,5.08,USD,LB,8596261639
393239,Aramex,2023-12-11,2023-12-14,cash,4.555,USD,LB,8596261640
393240,Aramex,2023-12-11,2023-12-14,cash,10.475,USD,LB,8596261641
393241,Aramex,2023-12-11,2023-12-18,cash,15.965,USD,LB,8596261642
393242,Aramex,2023-12-11,2023-12-15,cash,15.23,USD,LB,8596261643
393243,Aramex,2023-12-11,2023-12-14,cash,15.385,USD,LB,8596261644
393244,Aramex,2023-12-11,2023-12-14,cash,24.4,USD,LB,8596261645
393245,Aramex,2023-12-11,2023-12-14,cash,10.205,USD,LB,8596261646
393246,Aramex,2023-12-11,2023-12-15,cash,7.025,USD,LB,8596261647
393247,Aramex,2023-12-11,2023-12-14,cash,10.25,USD,LB,8596261648
393248,Aramex,2023-12-11,2023-12-15,cash,5.62,USD,LB,8596261649
393249,Aramex,2023-12-11,2023-12-20,cash,2.78,USD,LB,8596261650
393250,Aramex,2023-12-11,2023-12-14,cash,17.11,USD,LB,8596261651
393251,Cosmaline,2023-12-11,2023-12-15,cash,20.105,USD,LB,8596261652
393252,Aramex,2023-12-11,2023-12-14,cash,11.93,USD,LB,8596261653
393253,Cosmaline,2023-12-11,2023-12-15,cash,21.685,USD,LB,8596261654
393254,Aramex,2023-12-11,2023-12-19,cash,11.805,USD,LB,8596261655
393255,Aramex,2023-12-11,2023-12-16,cash,10.92,USD,LB,8596261656
393256,Aramex,2023-12-11,2023-12-15,cash,17.405,USD,LB,8596261657
393257,Aramex,2023-12-11,2023-12-15,cash,6.185,USD,LB,8596261658
393258,Aramex,2023-12-11,2023-12-14,cash,12.285,USD,LB,8596261659
393259,Aramex,2023-12-11,2023-12-14,cash,10.055,USD,LB,8596261660
393260,Aramex,2023-12-11,2023-12-15,cash,10.385,USD,LB,8596261661
393261,Cosmaline,2023-12-11,2023-12-15,cash,11.235,USD,LB,8596261662
393262,Aramex,2023-12-11,2023-12-14,cash,7.75,USD,LB,8596261663
393263,Aramex,2023-12-11,2023-12-14,cash,5.25,USD,LB,8596261664
393264,Aramex,2023-12-11,2023-12-16,cash,4.26,USD,LB,8596261665
393265,Aramex,2023-12-11,2023-12-14,cash,10.92,USD,LB,8596261666
393266,Aramex,2023-12-11,2023-12-15,cash,24.325,USD,LB,8596261667
393267,Aramex,2023-12-11,2023-12-14,cash,10.78,USD,LB,8596261668
393268,Aramex,2023-12-11,2023-12-15,cash,3.18,USD,LB,8596261669
393269,Aramex,2023-12-11,2023-12-18,cash,13.095,USD,LB,8596261670
393270,Aramex,2023-12-11,2023-12-18,cash,15.855,USD,LB,8596261671
393271,Aramex,2023-12-11,2023-12-14,cash,10.49,USD,LB,8596261672
393272,Aramex,2023-12-11,2023-12-15,cash,16.85,USD,LB,8596261673
393273,Aramex,2023-12-11,2023-12-16,cash,6.35,USD,LB,8596261674
393274,Aramex,2023-12-11,2023-12-16,cash,4.185,USD,LB,8596261675
393275,Cosmaline,2023-12-11,2023-12-15,cash,30.37,USD,LB,8596261676
393276,Aramex,2023-12-11,2023-12-14,cash,5.265,USD,LB,8596261677
393277,Cosmaline,2023-12-11,2023-12-18,cash,8.73,USD,LB,8596261678
393278,Aramex,2023-12-11,2023-12-14,cash,6.445,USD,LB,8596261679
393279,Aramex,2023-12-11,2023-12-18,cash,9.815,USD,LB,8596261680
393280,Aramex,2023-12-11,2023-12-14,cash,6.185,USD,LB,8596261681
393281,Aramex,2023-12-11,2023-12-15,cash,8.075,USD,LB,8596261682
393282,Aramex,2023-12-11,2023-12-14,cash,4.415,USD,LB,8596261683
393283,Aramex,2023-12-11,2023-12-14,cash,6.065,USD,LB,8596261684
393284,Aramex,2023-12-11,2023-12-14,cash,7.085,USD,LB,8596261685
393285,Cosmaline,2023-12-11,2023-12-14,cash,10.51,USD,LB,8596261686
393286,Aramex,2023-12-11,2023-12-14,cash,6.0,USD,LB,8596261687
393287,Aramex,2023-12-11,2023-12-14,cash,10.08,USD,LB,8596261688
393288,Aramex,2023-12-11,2023-12-14,cash,11.155,USD,LB,8596261689
393289,Aramex,2023-12-11,2023-12-14,cash,1.995,USD,LB,8596261690
393290,Aramex,2023-12-11,2023-12-14,cash,10.14,USD,LB,8596261691
393291,Aramex,2023-12-11,2023-12-14,cash,12.77,USD,LB,8596261692
393292,Aramex,2023-12-11,2023-12-14,cash,7.965,USD,LB,8596261693
393293,Aramex,2023-12-11,2023-12-16,cash,10.0,USD,LB,8596261694
393294,Aramex,2023-12-11,2023-12-15,cash,4.445,USD,LB,8596261695
393295,Aramex,2023-12-11,2023-12-14,cash,5.0,USD,LB,8596261696
393296,Cosmaline,2023-12-11,2023-12-14,cash,36.66,USD,LB,8596261697
393297,Aramex,2023-12-11,2023-12-14,cash,4.98,USD,LB,8596261698
393298,Aramex,2023-12-11,2023-12-14,cash,10.51,USD,LB,8596261699
393299,Aramex,2023-12-11,2023-12-14,cash,10.06,USD,LB,8596261700
393300,Aramex,2023-12-11,2023-12-14,cash,11.555,USD,LB,8596261701
393301,Aramex,2023-12-11,2023-12-14,cash,12.325,USD,LB,8596261702
393302,Aramex,2023-12-11,2023-12-15,cash,12.77,USD,LB,8596261703
393303,Aramex,2023-12-11,2023-12-14,cash,9.635,USD,LB,8596261704
393304,Aramex,2023-12-11,2023-12-14,cash,13.14,USD,LB,8596261705
393305,Aramex,2023-12-11,2023-12-16,cash,10.105,USD,LB,8596261706
393306,Aramex,2023-12-11,2023-12-19,cash,8.325,USD,LB,8596261707
393307,Aramex,2023-12-11,2023-12-15,cash,10.43,USD,LB,8596261708
393308,Aramex,2023-12-11,2023-12-14,cash,10.55,USD,LB,8596261709
393309,Cosmaline,2023-12-11,2023-12-14,cash,33.255,USD,LB,8596261710
393310,Aramex,2023-12-11,2023-12-16,cash,14.585,USD,LB,8596261711
393311,Aramex,2023-12-11,2023-12-14,cash,10.345,USD,LB,8596261712
393312,Aramex,2023-12-11,2023-12-14,cash,10.11,USD,LB,8596261713
393313,Aramex,2023-12-11,2023-12-14,cash,6.0,USD,LB,8596261714
393314,Aramex,2023-12-11,2023-12-15,cash,10.05,USD,LB,8596261715
393315,Aramex,2023-12-11,2023-12-14,cash,5.25,USD,LB,8596261716
393316,Aramex,2023-12-11,2023-12-15,cash,5.835,USD,LB,8596261717
393317,Aramex,2023-12-11,2023-12-26,cash,4.015,USD,LB,8596261718
393318,Aramex,2023-12-11,2023-12-16,cash,8.135,USD,LB,8596261719
393319,Aramex,2023-12-11,2023-12-14,cash,7.41,USD,LB,8596261720
393320,Aramex,2023-12-11,2023-12-14,cash,4.615,USD,LB,8596261721
393321,Aramex,2023-12-11,2023-12-14,cash,42.545,USD,LB,8596261722
393322,Aramex,2023-12-11,2023-12-14,cash,9.88,USD,LB,8596261723
393323,Aramex,2023-12-11,2023-12-14,cash,18.255,USD,LB,8596261724
393324,Aramex,2023-12-11,2023-12-16,cash,10.76,USD,LB,8596261725
393325,Aramex,2023-12-11,2023-12-16,cash,10.035,USD,LB,8596261726
393326,Aramex,2023-12-11,2023-12-15,cash,12.485,USD,LB,8596261727
393327,Aramex,2023-12-11,2023-12-14,cash,14.175,USD,LB,8596261728
393328,Aramex,2023-12-11,2023-12-18,cash,5.405,USD,LB,8596261729
393329,Aramex,2023-12-11,2023-12-14,cash,10.24,USD,LB,8596261730
393330,Aramex,2023-12-11,2023-12-14,cash,4.96,USD,LB,8596261731
393331,Aramex,2023-12-11,2023-12-14,cash,5.375,USD,LB,8596261732
393332,Aramex,2023-12-11,2023-12-14,cash,25.135,USD,LB,8596261733
393333,Aramex,2023-12-11,2023-12-14,cash,12.995,USD,LB,8596261734
393334,Aramex,2023-12-11,2023-12-14,cash,4.18,USD,LB,8596261735
393335,Aramex,2023-12-12,2023-12-19,cash,24.89,USD,LB,8596261736
393336,Aramex,2023-12-12,2023-12-15,cash,10.0,USD,LB,8596261737
393337,Aramex,2023-12-12,2023-12-14,cash,10.06,USD,LB,8596261738
393338,Aramex,2023-12-12,2023-12-15,cash,15.66,USD,LB,8596261739
393339,Aramex,2023-12-12,2023-12-14,cash,24.85,USD,LB,8596261740
393340,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261741
393341,Aramex,2023-12-12,2023-12-16,cash,11.895,USD,LB,8596261742
393342,Cosmaline,2023-12-12,2023-12-14,cash,14.45,USD,LB,8596261743
393343,Cosmaline,2023-12-12,2023-12-15,cash,2.955,USD,LB,8596261744
393344,Aramex,2023-12-12,2023-12-14,cash,8.65,USD,LB,8596261745
393345,Aramex,2023-12-12,2023-12-14,cash,13.025,USD,LB,8596261746
393346,Aramex,2023-12-12,2023-12-14,cash,11.495,USD,LB,8596261747
393347,Aramex,2023-12-12,2023-12-15,cash,5.38,USD,LB,8596261748
393348,Aramex,2023-12-12,2023-12-18,cash,10.785,USD,LB,8596261749
393349,Aramex,2023-12-12,2023-12-16,cash,9.94,USD,LB,8596261750
393350,Aramex,2023-12-12,2023-12-14,cash,7.105,USD,LB,8596261751
393351,Aramex,2023-12-12,2023-12-15,cash,13.705,USD,LB,8596261752
393352,Aramex,2023-12-12,2023-12-14,cash,7.21,USD,LB,8596261753
393353,Cosmaline,2023-12-12,2023-12-14,cash,17.54,USD,LB,8596261754
393354,Aramex,2023-12-12,2023-12-15,cash,17.83,USD,LB,8596261755
393355,Cosmaline,2023-12-12,2023-12-14,cash,0.735,USD,LB,8596261756
393356,Aramex,2023-12-12,2023-12-14,cash,15.085,USD,LB,8596261757
393357,Aramex,2023-12-12,2023-12-14,cash,7.805,USD,LB,8596261758
393358,Aramex,2023-12-12,2023-12-14,cash,11.51,USD,LB,8596261759
393359,Aramex,2023-12-12,2023-12-15,cash,8.505,USD,LB,8596261760
393360,Aramex,2023-12-12,2023-12-14,cash,5.48,USD,LB,8596261761
393361,Aramex,2023-12-12,2023-12-14,cash,19.07,USD,LB,8596261762
393362,Aramex,2023-12-12,2023-12-14,cash,7.71,USD,LB,8596261763
393363,Aramex,2023-12-12,2023-12-14,cash,7.675,USD,LB,8596261764
393364,Aramex,2023-12-12,2023-12-14,cash,5.525,USD,LB,8596261765
393365,Aramex,2023-12-12,2023-12-14,cash,5.035,USD,LB,8596261766
393366,Aramex,2023-12-12,2023-12-14,cash,9.055,USD,LB,8596261767
393367,Aramex,2023-12-12,2023-12-14,cash,13.885,USD,LB,8596261768
393368,Aramex,2023-12-12,2023-12-14,cash,13.51,USD,LB,8596261769
393369,Aramex,2023-12-12,2023-12-14,cash,14.585,USD,LB,8596261770
393370,Aramex,2023-12-12,2023-12-14,cash,8.255,USD,LB,8596261771
393371,Aramex,2023-12-12,2023-12-14,cash,7.935,USD,LB,8596261772
393372,Aramex,2023-12-12,2023-12-15,cash,6.28,USD,LB,8596261773
393373,Aramex,2023-12-12,2023-12-14,cash,6.37,USD,LB,8596261774
393374,Aramex,2023-12-12,2023-12-14,cash,7.705,USD,LB,8596261775
393375,Aramex,2023-12-12,2023-12-15,cash,7.095,USD,LB,8596261776
393376,Aramex,2023-12-12,2023-12-15,cybersource,11.39,USD,LB,8596261777
393377,Aramex,2023-12-12,2023-12-14,cash,5.185,USD,LB,8596261778
393378,Aramex,2023-12-12,2023-12-15,cash,14.815,USD,LB,8596261779
393379,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261780
393380,Aramex,2023-12-12,2023-12-14,cash,7.74,USD,LB,8596261781
393381,Aramex,2023-12-12,2023-12-15,cash,5.385,USD,LB,8596261782
393382,Aramex,2023-12-12,2023-12-16,cash,15.04,USD,LB,8596261783
393383,Aramex,2023-12-12,2023-12-14,cash,10.33,USD,LB,8596261784
393384,Aramex,2023-12-12,2023-12-18,cash,4.135,USD,LB,8596261785
393385,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261786
393386,Cosmaline,2023-12-12,2023-12-18,cash,0.0,USD,LB,8596261787
393387,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261788
393388,Aramex,2023-12-12,2023-12-15,cash,11.11,USD,LB,8596261789
393389,Aramex,2023-12-12,2023-12-14,cash,5.65,USD,LB,8596261790
393390,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261791
393391,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261792
393392,Aramex,2023-12-12,2023-12-14,cash,8.85,USD,LB,8596261793
393393,Aramex,2023-12-12,2023-12-14,cash,6.275,USD,LB,8596261794
393394,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261795
393395,Aramex,2023-12-12,2023-12-18,cash,9.76,USD,LB,8596261796
393396,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261797
393397,Cosmaline,2023-12-12,2024-02-06,cash,32.345,USD,LB,8596261798
393398,Aramex,2023-12-12,2023-12-14,cash,11.525,USD,LB,8596261799
393399,Aramex,2023-12-12,2023-12-15,cash,12.38,USD,LB,8596261800
393400,Aramex,2023-12-12,2023-12-16,cash,5.13,USD,LB,8596261801
393401,Aramex,2023-12-12,2023-12-14,cash,3.37,USD,LB,8596261802
393402,Aramex,2023-12-12,2023-12-16,cash,7.71,USD,LB,8596261803
393403,Cosmaline,2023-12-12,2023-12-14,cash,61.575,USD,LB,8596261804
393404,Aramex,2023-12-12,2023-12-14,cash,5.28,USD,LB,8596261805
393405,Aramex,2023-12-12,2023-12-15,cash,4.585,USD,LB,8596261806
393406,Aramex,2023-12-12,2023-12-14,cybersource,5.07,USD,LB,8596261807
393407,Aramex,2023-12-12,2023-12-14,cash,2.82,USD,LB,8596261808
393408,Aramex,2023-12-12,2023-12-14,cash,11.505,USD,LB,8596261809
393409,Aramex,2023-12-12,2023-12-14,cash,5.39,USD,LB,8596261810
393410,Aramex,2023-12-12,2023-12-15,cash,20.84,USD,LB,8596261811
393411,Aramex,2023-12-12,2023-12-16,cash,7.835,USD,LB,8596261812
393412,Aramex,2023-12-12,2023-12-14,cash,7.43,USD,LB,8596261813
393413,Aramex,2023-12-12,2023-12-16,cash,8.12,USD,LB,8596261814
393414,Aramex,2023-12-12,2023-12-14,cash,7.105,USD,LB,8596261815
393415,Cosmaline,2023-12-12,2023-12-18,cash,17.365,USD,LB,8596261816
393416,Aramex,2023-12-12,2023-12-14,cash,8.965,USD,LB,8596261817
393417,Cosmaline,2023-12-12,2024-02-06,cash,67.975,USD,LB,8596261818
393418,Cosmaline,2023-12-12,2023-12-19,cash,8.17,USD,LB,8596261819
393419,Aramex,2023-12-12,2023-12-14,cash,9.22,USD,LB,8596261820
393420,Aramex,2023-12-12,2023-12-14,cash,7.49,USD,LB,8596261821
393421,Aramex,2023-12-12,2023-12-14,cash,5.74,USD,LB,8596261822
393422,Aramex,2023-12-12,2023-12-14,cash,4.195,USD,LB,8596261823
393423,Aramex,2023-12-12,2023-12-14,cash,5.45,USD,LB,8596261824
393424,Aramex,2023-12-12,2023-12-18,cash,29.98,USD,LB,8596261825
393425,Aramex,2023-12-12,2023-12-14,cash,10.2,USD,LB,8596261826
393426,Aramex,2023-12-12,2023-12-14,cash,10.04,USD,LB,8596261827
393427,Aramex,2023-12-12,2023-12-14,cash,5.855,USD,LB,8596261828
393428,Aramex,2023-12-12,2023-12-14,cash,5.7,USD,LB,8596261829
393429,Aramex,2023-12-12,2023-12-14,cash,5.0,USD,LB,8596261830
393430,Aramex,2023-12-12,2023-12-14,cash,10.125,USD,LB,8596261831
393431,Aramex,2023-12-12,2023-12-14,cash,8.595,USD,LB,8596261832
393432,Aramex,2023-12-12,2023-12-16,cash,6.14,USD,LB,8596261833
393433,Aramex,2023-12-12,2023-12-14,cash,10.31,USD,LB,8596261834
393434,Aramex,2023-12-12,2023-12-15,cash,13.64,USD,LB,8596261835
393435,Cosmaline,2023-12-12,2023-12-14,cash,17.0,USD,LB,8596261836
393436,Aramex,2023-12-12,2023-12-14,cash,6.95,USD,LB,8596261837
393437,Aramex,2023-12-12,2023-12-14,cash,5.395,USD,LB,8596261838
393438,Aramex,2023-12-12,2023-12-15,cash,5.765,USD,LB,8596261839
393439,Aramex,2023-12-12,2023-12-14,cash,11.32,USD,LB,8596261840
393440,Aramex,2023-12-12,2023-12-15,cybersource,7.56,USD,LB,8596261841
393441,Cosmaline,2023-12-12,2023-12-21,cash,12.7,USD,LB,8596261842
393442,Aramex,2023-12-12,2023-12-15,cash,17.98,USD,LB,8596261843
393443,Aramex,2023-12-12,2023-12-14,cash,6.69,USD,LB,8596261844
393444,Aramex,2023-12-12,2023-12-16,cash,10.335,USD,LB,8596261845
393445,Aramex,2023-12-12,2023-12-15,cash,5.985,USD,LB,8596261846
393446,Aramex,2023-12-12,2023-12-15,cash,6.355,USD,LB,8596261847
393447,Aramex,2023-12-12,2023-12-15,cash,3.99,USD,LB,8596261848
393448,Cosmaline,2023-12-12,2023-12-18,cash,15.01,USD,LB,8596261849
393449,Aramex,2023-12-12,2023-12-15,cash,5.715,USD,LB,8596261850
393450,Cosmaline,2023-12-12,2023-12-20,cash,10.47,USD,LB,8596261851
393451,Aramex,2023-12-12,2023-12-14,cash,20.1,USD,LB,8596261852
393452,Aramex,2023-12-12,2023-12-19,cash,7.395,USD,LB,8596261853
393453,Aramex,2023-12-12,2023-12-19,cash,10.235,USD,LB,8596261854
393454,Aramex,2023-12-12,2023-12-18,cash,8.045,USD,LB,8596261855
393455,Aramex,2023-12-12,2023-12-16,cash,10.0,USD,LB,8596261856
393456,Aramex,2023-12-12,2023-12-18,cash,6.895,USD,LB,8596261857
393457,Aramex,2023-12-12,2023-12-15,cash,6.945,USD,LB,8596261858
393458,Aramex,2023-12-12,2023-12-16,cash,4.12,USD,LB,8596261859
393459,Aramex,2023-12-12,2023-12-19,cash,13.345,USD,LB,8596261860
393460,Aramex,2023-12-12,2023-12-20,cash,7.325,USD,LB,8596261861
393461,Cosmaline,2023-12-12,2023-12-21,cash,8.765,USD,LB,8596261862
393462,Aramex,2023-12-12,2023-12-16,cash,5.22,USD,LB,8596261863
393463,Aramex,2023-12-12,2023-12-15,cash,10.545,USD,LB,8596261864
393464,Cosmaline,2023-12-12,2023-12-21,cash,17.0,USD,LB,8596261865
393465,Aramex,2023-12-12,2023-12-15,cash,10.74,USD,LB,8596261866
393466,Cosmaline,2023-12-12,2024-01-31,cash,0.0,USD,LB,8596261867
393467,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261868
393468,Aramex,2023-12-12,2023-12-15,cash,6.67,USD,LB,8596261869
393469,Aramex,2023-12-12,2023-12-16,cash,5.815,USD,LB,8596261870
393470,Cosmaline,2023-12-12,2023-12-27,cash,12.91,USD,LB,8596261871
393471,Cosmaline,2023-12-12,2023-12-20,cash,6.775,USD,LB,8596261872
393472,Aramex,2023-12-12,2023-12-15,cash,5.535,USD,LB,8596261873
393473,Aramex,2023-12-12,2023-12-16,cash,9.59,USD,LB,8596261874
393474,Aramex,2023-12-12,2023-12-15,cash,6.8,USD,LB,8596261875
393475,Aramex,2023-12-12,2023-12-16,cash,11.37,USD,LB,8596261876
393476,Aramex,2023-12-12,2023-12-15,cash,10.515,USD,LB,8596261877
393477,Aramex,2023-12-12,2023-12-15,cash,9.0,USD,LB,8596261878
393478,Aramex,2023-12-12,2023-12-15,cash,8.765,USD,LB,8596261879
393479,Cosmaline,2023-12-12,2024-01-31,cash,103.05,USD,LB,8596261880
393480,Cosmaline,2023-12-12,2023-12-21,cash,0.0,USD,LB,8596261881
393481,Aramex,2023-12-12,2023-12-15,cash,7.07,USD,LB,8596261882
393482,Aramex,2023-12-12,2023-12-16,cash,11.85,USD,LB,8596261883
393483,Aramex,2023-12-12,2023-12-16,cash,13.95,USD,LB,8596261884
393484,Aramex,2023-12-12,2023-12-19,cash,5.5,USD,LB,8596261885
393485,Aramex,2023-12-12,2023-12-15,cash,4.8,USD,LB,8596261886
393486,Cosmaline,2023-12-12,2023-12-14,cash,17.0,USD,LB,8596261887
393487,Aramex,2023-12-12,2023-12-16,cash,5.925,USD,LB,8596261888
393488,Aramex,2023-12-12,2023-12-16,cash,10.77,USD,LB,8596261889
393489,Aramex,2023-12-12,2023-12-15,cash,6.015,USD,LB,8596261890
393490,Aramex,2023-12-12,2023-12-21,cash,10.015,USD,LB,8596261891
393491,Aramex,2023-12-12,2023-12-15,cash,9.57,USD,LB,8596261892
393492,Aramex,2023-12-12,2023-12-18,cash,12.53,USD,LB,8596261893
393493,Aramex,2023-12-12,2023-12-16,cash,5.525,USD,LB,8596261894
393494,Cosmaline,2023-12-12,2023-12-18,cash,10.835,USD,LB,8596261895
393495,Aramex,2023-12-12,2023-12-16,cash,10.94,USD,LB,8596261896
393496,Aramex,2023-12-12,2023-12-15,cash,7.75,USD,LB,8596261897
393497,Aramex,2023-12-12,2023-12-15,cash,13.25,USD,LB,8596261898
393498,Aramex,2023-12-12,2023-12-20,cash,7.605,USD,LB,8596261899
393499,Cosmaline,2023-12-12,2024-01-04,cash,12.98,USD,LB,8596261900
393500,Aramex,2023-12-12,2023-12-16,cash,6.26,USD,LB,8596261901
393501,Aramex,2023-12-12,2023-12-18,cash,8.51,USD,LB,8596261902
393502,Aramex,2023-12-12,2023-12-18,cash,10.47,USD,LB,8596261903
393503,Aramex,2023-12-12,2023-12-15,cash,5.46,USD,LB,8596261904
393504,Aramex,2023-12-12,2023-12-19,cash,19.375,USD,LB,8596261905
393505,Aramex,2023-12-12,2023-12-22,cash,9.76,USD,LB,8596261906
393506,Aramex,2023-12-12,2023-12-15,cash,16.935,USD,LB,8596261907
393507,Aramex,2023-12-12,2023-12-15,cash,5.985,USD,LB,8596261908
393508,Aramex,2023-12-12,2023-12-15,cash,9.525,USD,LB,8596261909
393509,Aramex,2023-12-12,2023-12-15,cash,4.61,USD,LB,8596261910
393510,Aramex,2023-12-12,2023-12-16,cash,5.28,USD,LB,8596261911
393511,Aramex,2023-12-12,2023-12-18,cash,13.385,USD,LB,8596261912
393512,Aramex,2023-12-12,2023-12-15,cash,3.58,USD,LB,8596261913
393513,Aramex,2023-12-12,2023-12-15,cash,14.52,USD,LB,8596261914
393514,Cosmaline,2023-12-12,2024-02-06,cash,49.625,USD,LB,8596261915
393515,Aramex,2023-12-12,2023-12-18,cash,6.97,USD,LB,8596261916
393516,Aramex,2023-12-12,2023-12-16,cash,8.66,USD,LB,8596261917
393517,Aramex,2023-12-12,2023-12-15,cash,14.04,USD,LB,8596261918
393518,Aramex,2023-12-12,2023-12-15,cash,3.38,USD,LB,8596261919
393519,Cosmaline,2023-12-12,2023-12-19,cash,71.63,USD,LB,8596261920
393520,Aramex,2023-12-12,2023-12-15,cash,7.04,USD,LB,8596261921
393521,Aramex,2023-12-12,2023-12-15,cash,10.115,USD,LB,8596261922
393522,Aramex,2023-12-12,2023-12-18,cash,9.83,USD,LB,8596261923
393523,Aramex,2023-12-12,2023-12-15,cash,7.175,USD,LB,8596261924
393524,Aramex,2023-12-12,2023-12-15,cash,9.71,USD,LB,8596261925
393525,Aramex,2023-12-12,2023-12-18,cash,6.64,USD,LB,8596261926
393526,Aramex,2023-12-12,2023-12-16,cybersource,5.1,USD,LB,8596261927
393527,Aramex,2023-12-12,2023-12-16,cash,7.895,USD,LB,8596261928
393528,Aramex,2023-12-12,2023-12-15,cash,5.68,USD,LB,8596261929
393529,Aramex,2023-12-12,2023-12-15,cash,23.535,USD,LB,8596261930
393530,Aramex,2023-12-12,2023-12-15,cash,7.015,USD,LB,8596261931
393531,Aramex,2023-12-12,2023-12-16,cash,5.49,USD,LB,8596261932
393532,Aramex,2023-12-12,2023-12-18,cybersource,10.45,USD,LB,8596261933
393533,Aramex,2023-12-12,2023-12-15,cash,15.245,USD,LB,8596261934
393534,Aramex,2023-12-12,2023-12-16,cash,5.83,USD,LB,8596261935
393535,Aramex,2023-12-12,2023-12-17,cash,8.12,USD,LB,8596261936
393536,Aramex,2023-12-12,2023-12-15,cash,5.0,USD,LB,8596261937
393537,Cosmaline,2023-12-12,2023-12-18,cash,13.21,USD,LB,8596261938
393538,Aramex,2023-12-12,2023-12-15,cash,5.915,USD,LB,8596261939
393539,Aramex,2023-12-13,2023-12-16,cybersource,10.74,USD,LB,8596261940
393540,Cosmaline,2023-12-13,2023-12-20,cash,56.79,USD,LB,8596261941
393541,Aramex,2023-12-13,2023-12-15,cash,31.5,USD,LB,8596261942
393542,Aramex,2023-12-13,2023-12-15,cash,3.5,USD,LB,8596261943
393543,Cosmaline,2023-12-13,2024-02-06,cash,31.055,USD,LB,8596261944
393544,Aramex,2023-12-13,2023-12-20,cash,7.125,USD,LB,8596261945
393545,Aramex,2023-12-13,2023-12-19,cash,4.775,USD,LB,8596261946
393546,Cosmaline,2023-12-13,2023-12-27,cash,10.585,USD,LB,8596261947
393547,Aramex,2023-12-13,2023-12-15,cash,15.345,USD,LB,8596261948
393548,Aramex,2023-12-13,2023-12-20,cash,14.72,USD,LB,8596261949
393549,Aramex,2023-12-13,2023-12-15,cash,4.4,USD,LB,8596261950
393550,Aramex,2023-12-13,2023-12-16,cash,20.055,USD,LB,8596261951
393551,Aramex,2023-12-13,2023-12-15,cash,7.15,USD,LB,8596261952
393552,Aramex,2023-12-13,2023-12-20,cash,4.58,USD,LB,8596261953
393553,Cosmaline,2023-12-13,2023-12-18,cash,17.0,USD,LB,8596261954
393554,Aramex,2023-12-13,2023-12-16,cash,15.0,USD,LB,8596261955
393555,Aramex,2023-12-13,2023-12-22,cash,6.0,USD,LB,8596261956
393556,Cosmaline,2023-12-13,2023-12-26,cash,6.0,USD,LB,8596261957
393557,Aramex,2023-12-13,2023-12-15,cash,10.115,USD,LB,8596261958
393558,Aramex,2023-12-13,2023-12-21,cash,11.655,USD,LB,8596261959
393559,Cosmaline,2023-12-13,2023-12-19,cash,6.0,USD,LB,8596261960
393560,Aramex,2023-12-13,2023-12-15,cash,6.71,USD,LB,8596261961
393561,Cosmaline,2023-12-13,2023-12-27,cash,16.765,USD,LB,8596261962
393562,Aramex,2023-12-13,2023-12-19,cash,15.21,USD,LB,8596261963
393563,Cosmaline,2023-12-13,2023-12-21,cash,0.0,USD,LB,8596261964
393564,Aramex,2023-12-13,2023-12-15,cash,14.425,USD,LB,8596261965
393565,Cosmaline,2023-12-13,2023-12-18,cash,14.17,USD,LB,8596261966
393566,Aramex,2023-12-13,2023-12-16,cybersource,18.025,USD,LB,8596261967
393567,Aramex,2023-12-13,2023-12-15,cash,16.97,USD,LB,8596261968
393568,Aramex,2023-12-13,2023-12-18,cash,5.25,USD,LB,8596261969
393569,Cosmaline,2023-12-13,2023-12-21,cybersource,17.0,USD,LB,8596261970
